index,CMPD_CHEMBLID,exp,smiles
2295,CHEMBL271703,2.89,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)cnc13
2576,CHEMBL1682950,2.66,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccsc3)c4ccccc4
1487,CHEMBL562690,1.56,Clc1cnc(OC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4
1709,CHEMBL2105728,1.99,CC1(COc2ccc3c(c2)ncn3c4ccc5cccc(N6CCC(N)CC6)c5n4)COC1
3007,CHEMBL207100,1.74,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3cncc4ccccc34)c2C(=O)N5CC[C@@H](O)C5
3735,CHEMBL2036572,2.4,Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cn3)N4CCOCC4
2217,CHEMBL250687,3.99,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](CO)[C@@H](O)[C@H]5O)c4n1
333,CHEMBL1682824,3.2,O=C1CCOc2nc(\C=C\c3ccccc3)ccc12
2765,CHEMBL1187646,1.5,NCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1
3536,CHEMBL1809060,3.0,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CC6COCC(C5)N6
4085,CHEMBL2036569,4.0,Cc1cc(NC(=O)c2oc(Nc3ccccc3F)nn2)ccc1N4CCOCC4
2220,CHEMBL1807824,0.86,CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1
125,CHEMBL598194,2.88,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4
3565,CHEMBL2326476,2.66,Nc1nc2cc3CCN(Cc4ccccc4)CCc3cc2s1
3787,CHEMBL474200,2.68,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4ccccc4
2731,CHEMBL100539,4.21,O=C(NCC12CC3CC(CC(C3)C1)C2)c4ccccc4
1925,CHEMBL2071614,2.73,CC(C)(O)c1ccc(Nc2nc3ccc(cc3[nH]2)C#N)cc1
2264,CHEMBL209522,2.37,Nc1ncnc2c1nc(Sc3nc4cccc(Cl)c4s3)n2CCO
1573,CHEMBL1233,2.01,CCCC(C)(COC(=O)N)COC(=O)NC(C)C
711,CHEMBL213294,2.94,COc1ccc(NC(=O)CSc2nnc(C)n2c3ccc(C)cc3)cc1
3205,CHEMBL447983,1.7,C[C@](N)(Cc1ccccc1)c2ccccc2
3859,CHEMBL207130,2.16,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C4(CCN(C)CC4)C(=O)N
2725,CHEMBL1682944,3.25,CC[C@H](NC(=O)c1c(CS(=O)(=O)C)c(nc2ccccc12)c3ccccc3)c4ccccc4
399,CHEMBL100945,2.8,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CC#C)c3cc(Cl)ccc3Cl)cc1
2343,CHEMBL1201295,3.57,Cc1ccc(cc1)C(=O)Oc2ccc(cc2OC(=O)c3ccc(C)cc3)C(O)CNC(C)(C)C
3194,CHEMBL1917425,2.15,Cc1c(Sc2ccc(Cl)cc2)c3c(Cl)cccc3n1CC(=O)O
1314,CHEMBL2165067,0.83,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1
393,CHEMBL1721498,2.72,Clc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)C3CC3
205,CHEMBL2164680,3.5,C[C@H](NC(=O)[C@@H]1CCCC[C@H]1C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)C#N
1228,CHEMBL1909282,-0.22,OC(=O)Cc1csc(n1)c2ccc(Cl)cc2
1004,CHEMBL62136,4.5,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c2ccccc2)(C(F)(F)F)C(F)(F)F
2375,CHEMBL1766082,3.1,CC(C)OC(=O)N1CC2COCC(C1)C2Oc3ncnc(Oc4cccnc4C)c3C
1269,CHEMBL1916543,0.2,COc1ncc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1
3916,CHEMBL715,2.19,CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24
1384,CHEMBL1614709,2.9,CN1CCN(CC1)c2ccc(Nc3ncc(F)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)cc2C
3913,CHEMBL87543,2.3,CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3
1542,CHEMBL1807856,3.18,C[C@H]1O[C@H]([C@H](O)[C@H]1Cl)n2cnc3c(N)nc(OC4CCCC4)nc23
881,CHEMBL1385161,-0.2,CC(=O)Nc1nc(N)n(n1)c2ccccc2
3439,CHEMBL639,2.46,CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O
3197,CHEMBL1224142,1.6,Cc1c(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cccc1C(=O)N
3072,CHEMBL192,2.8,CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4
3432,CHEMBL260200,1.53,CN(C)C(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1
2205,CHEMBL335707,2.31,[O-][N+](=O)c1cccc(c1)c2ccc(OCC(CCc3ccc(cc3)C(=O)N4CCCC4)N5C(=O)CCCC5=O)cc2
3758,CHEMBL22183,2.6,CN(C)Cc1ccccc1Sc2ccc(C)cc2N
1998,CHEMBL395955,3.22,NC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3
3696,CHEMBL1829430,1.61,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3snc(C)c3C(=O)N2Cc4ccccc4
3602,CHEMBL598191,1.16,NC(=N)c1cc2c(OCc3ccccc3)cccc2s1
2430,CHEMBL2177159,2.26,COCCNS(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3
1930,CHEMBL1650730,2.33,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3
2581,CHEMBL2336329,1.26,CNCc1cccc(c1)c2ccc3c(nc(nc3n2)N4C[C@@H](C)O[C@@H](C)C4)N5CCOCC5
3328,CHEMBL256985,1.14,CCN1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1
3666,CHEMBL2207661,3.15,O[C@H](CNC(=O)c1c[nH]nc1C2CC2)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
2063,CHEMBL2325503,2.66,CS(=O)(=O)c1ccc(nc1)c2nnc(\C=C\c3oc(nn3)c4ccc(cc4)C#N)n2c5ccccc5Cl
1960,CHEMBL1194759,1.1,CCCC1CCCCC(=N1)N
4028,CHEMBL192943,0.56,CC(C)Cc1ccc(cc1)[C@H](C)C(=O)NS(=O)(=O)C
2142,CHEMBL107955,1.67,CCOC(=O)N1CCN(CC1)C(=O)[C@H](Cc2cccc(c2)C(=N)N)NS(=O)(=O)c3c(cc(cc3C(C)C)C(C)C)C(C)C
1133,CHEMBL351231,3.51,C[C@@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N
538,CHEMBL1508448,-0.2,CC(C)(C)c1cc(O)n2nc(N)nc2n1
4078,CHEMBL2036760,4.06,FC(F)(F)c1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl
2251,CHEMBL1270569,2.83,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4OCOc34)n2)c1
3405,CHEMBL1489611,3.0,Cc1cc(C)cc(c1)c2oc(SCC(=O)N3CCN(CC3)C(=O)c4occc4)nn2
150,CHEMBL1783284,3.37,COc1ccc(c(OC)n1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC4CC4
3686,CHEMBL586058,2.7,[O-][N+](=O)c1cc(C(=O)NCC=C)c2N=C(Nc3ccc(Cl)c(Cl)c3)NC(=O)c2c1
1961,CHEMBL600780,0.44,NNC1=Nc2ccccc2NC1=O
509,CHEMBL480601,3.84,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC3CCN(CC3)c4ccc(cn4)C(F)(F)F)C(=O)C2
2321,CHEMBL1981679,0.64,CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@H](CC[C@]4(O)[C@@H]3CC[C@]2(O)C1)C5=CC(=O)OC5
3146,CHEMBL1778637,-0.52,CS(=O)(=O)c1ccc(c(Cl)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F
3789,CHEMBL480200,3.01,CN(C)c1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3
3620,CHEMBL233658,3.64,OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3
2886,CHEMBL1282,2.52,CC(C)Cn1cnc2c(N)nc3ccccc3c12
1098,CHEMBL1939752,3.02,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3cccnc3)CC2)c4ccc(cc4)C(=O)N5CCC5
4049,CHEMBL1689111,0.33,OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)Cc3ccccc3
740,CHEMBL2179272,0.22,CC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
999,CHEMBL340450,1.66,COc1ccc2c(c1)cc(C(=O)O)n2Cc3ccc(Cl)c(Cl)c3
1382,CHEMBL2010835,2.9,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(NC(=O)C)cc3
3360,CHEMBL1219,-0.69,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
854,CHEMBL2171027,0.66,OC(=O)CCCS(=O)(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
1349,CHEMBL1957841,3.3,O=C1C=C(N=C2N(Cc3cccc4ccccc34)C=CN12)N5CCOCC5
1297,CHEMBL128782,3.0,COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)N4CCCNC4=O)c5ccc(Cl)c(Cl)c5)C#N
4018,CHEMBL1809050,1.8,COc1cc(OC2CCNCC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45
3043,CHEMBL1411716,3.49,CSc1ccc(cc1)C(=O)C(C)(C)N2CCOCC2
1691,CHEMBL1223815,2.39,Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)s1
943,CHEMBL2087853,4.02,CC(C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cncn6C)c3C1=O
804,CHEMBL569720,1.92,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3
3413,CHEMBL1297,0.71,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
2410,CHEMBL1313395,3.66,Cc1sc2ncnc(N3CCN(CC3)c4ncccn4)c2c1C
3230,CHEMBL1478592,2.13,Cc1c(sc2ncnc(O)c12)C(=O)Nc3ccccc3
3067,CHEMBL212689,2.2,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
1680,CHEMBL10188,3.91,CC[C@H](NC(=O)c1c(O)c(nc2ccccc12)c3ccccc3)c4ccccc4
1081,CHEMBL2058529,3.22,OC(=O)CCc1ccc(OCc2cc(Cl)ccc2c3ccccc3)cc1
3017,CHEMBL1824377,1.56,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cscn4)c1
739,CHEMBL2335911,3.45,C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(c(C)cc3n2)c4ccncc4)cc1
835,CHEMBL1809191,2.82,CC(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc5ccccn45)cc2
3147,CHEMBL234524,1.8,Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3C2=O
2901,CHEMBL455467,2.1,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N4CCN(C)CC4)n2
1506,CHEMBL1437065,0.81,NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
3777,CHEMBL1945034,-0.25,O[C@@H](CNCCc1ccc(CNCCc2ccccn2)cc1)c3ccc(O)c4NC(=O)Sc34
2054,CHEMBL1762482,3.08,Cc1ccnc(NCc2ccccc2)c1
893,CHEMBL384536,2.04,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5C[C@H](O)CO5
3594,CHEMBL258176,1.44,CC(C)N1CCN(Cc2cnc(c(C)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1
375,CHEMBL301265,3.15,CCCN[C@H]1CCc2nc(N)sc2C1
2158,CHEMBL2023475,3.88,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1
525,CHEMBL314034,3.83,CSc1nc(nn1Cc2ccccc2)c3ccccc3
4102,CHEMBL1448843,1.6,O=C(CSc1ccccc1)N2CCN(CC2)C(=O)c3occc3
2118,CHEMBL2028019,3.6,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc(Cl)c3Cl)CC1
4027,CHEMBL407960,4.25,COc1ccc(OC)c(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)c1
172,CHEMBL384962,1.78,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4ccc(cc34)C(F)(F)F
3650,CHEMBL496483,4.11,Brc1cnc(NCc2ccccc2)nc1Nc3cc([nH]n3)C4CC4
3518,CHEMBL2140607,0.6,CCn1c(nc2c(ncc(OCC3CCCNC3)c12)C#CC(C)(C)O)c4nonc4N
4145,CHEMBL1527495,1.7,O=S(=O)(Nc1cccc2[nH]ncc12)c3cccs3
2452,CHEMBL1778866,2.23,COc1cc(F)ccc1c2cncc(CNC3CCC3)n2
2927,CHEMBL455428,2.95,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1F
3697,CHEMBL1454596,1.32,CCOC(=O)Cc1csc(NS(=O)(=O)c2ccc(Cl)cc2)n1
4152,CHEMBL2178735,3.44,Nc1ccc(cn1)C(=O)Nc2cccc(c2)c3nc(N4CCOCC4)c5oc6ncccc6c5n3
1788,CHEMBL1229592,3.9,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4
2942,CHEMBL2165060,1.25,CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@@H]1NCc4cc5OCCOc5cn4
1183,CHEMBL2011942,2.48,NC(=O)c1cnc2[nH]c(nc2c1NCCCNC(=O)C3CCC3)c4ccc(OCCN5CCCCC5)cc4
633,CHEMBL1289114,2.55,Fc1cc(Cl)ccc1N2CCN(CC2)C(=O)COCc3ccncc3
1175,CHEMBL10,3.34,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
3545,CHEMBL521407,3.23,CN1CCN(CC1)c2ccc3ncc(C(=O)N)c(Nc4ccc(Cl)cc4Cl)c3c2
63,CHEMBL296572,3.8,COc1cccc(c1)c2c[nH]c(n2)c3ccccc3
349,CHEMBL210887,3.0,OCCCn1c(NC(=O)c2cccc(c2)[N+](=O)[O-])nc3ccccc13
489,CHEMBL2164688,2.4,COc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
3136,CHEMBL2325733,2.2,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CS(=O)(=O)N)c4ccc(Cl)cc4
787,CHEMBL2335883,1.4,CN(C)CCNCc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
228,CHEMBL490512,3.77,O=C(CCc1ccccc1)c2ccccc2
332,CHEMBL567161,3.11,CCNc1nc(Nc2ccccc2)nc(n1)C#N
1633,CHEMBL1702519,3.41,Cc1ccc(c(C)c1)c2nnc(O)c3ccccc23
2915,CHEMBL139,1.08,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl
2490,CHEMBL457887,1.32,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN(C)C)n2
2542,CHEMBL51478,2.89,COc1ccnc(CSc2nc3ccccc3[nH]2)c1
3661,CHEMBL424451,3.96,COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1
3701,CHEMBL551060,2.0,Cc1nc(C)c(s1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N
1624,CHEMBL1287892,2.17,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)c(F)c4
372,CHEMBL686,1.89,Cc1cccc(Nc2ccccc2C(=O)O)c1C
4147,CHEMBL452273,0.87,COCCNCc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2
1016,CHEMBL2031164,0.6,OC(=O)[C@H](Cc1ccc(OCCNc2nc3ccccc3[nH]2)cc1)NC(=O)c4c(Cl)cccc4Cl
2350,CHEMBL498404,2.28,CS(=O)(=O)Nc1cc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc(c1)C(=O)N
405,CHEMBL474484,0.7,CC(C)CNc1nc(nc(N2CCNCC2)c1N)C#N
2185,CHEMBL1907830,2.4,O=C1Nc2ccc(cc2C1=O)S(=O)(=O)N3CCC[C@H]3CNc4ccccc4
2109,CHEMBL351811,1.32,NC(Cc1ccccc1)c2ccccc2
3105,CHEMBL112924,1.13,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3cc[n+]([O-])cc3)C(=O)C(F)(F)F
2623,CHEMBL249966,0.75,CC(C)(C)Cn1c(CN2C(=O)CC3(CCNCC3)C2=O)cc4cnc(nc14)C#N
3945,CHEMBL1612837,-0.1,CC(C)(C)c1ccc(cc1)C2=NC(=O)C(CC(=O)O)S2
2529,CHEMBL214637,2.19,CCCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2c1
267,CHEMBL1789941,2.55,N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34
2317,CHEMBL1043,0.88,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2
1239,CHEMBL2030446,2.38,C[C@H]1COCCN1c2cc(CS(=O)(=O)C)nc(n2)c3ccc4[nH]ccc4c3
926,CHEMBL87277,3.97,Cn1nc(cc1NC(=O)Nc2ccc(Cl)cc2)C(C)(C)C
789,CHEMBL593300,3.11,Cn1c(CN2CCN(CC2)c3ccccc3)nc4ccccc14
1112,CHEMBL187007,4.26,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(c4)N(C)C)ccc3Cl)c2cc1OC
710,CHEMBL1650732,1.91,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cc(n1)N3CCOCC3)c4ncc(F)cn4
952,CHEMBL2164682,2.66,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ccccc5c4C3
2047,CHEMBL360425,2.06,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN([C@H](Cc3ccccc3)C2)C(=O)C[C@H](N)Cc4ccc(F)c(F)c4)c1
3226,CHEMBL257478,3.85,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)CCO
2712,CHEMBL1951074,-1.04,COc1cc(OC)c(cc1NC(=S)NCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23
2534,CHEMBL2059872,3.1,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc(CN5CCOCC5)s4
3712,CHEMBL257553,2.97,NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)c1
1029,CHEMBL403963,-0.4,C(=C\c1nn[nH]n1)/c2ccccc2
3606,CHEMBL185328,3.1,Cc1ccc(NC(=O)c2ccnc(c2)N3CCOCC3)cc1Nc4ccnc(Cl)n4
3450,CHEMBL7568,2.17,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13
1125,CHEMBL385240,3.6,COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1
371,CHEMBL294878,3.2,Oc1ccc(cc1)C2=CC(=O)c3ccc(O)cc3O2
800,CHEMBL325681,2.41,COc1cccc(c1)c2cc(O)c3cc(NC(=O)C)ccc3n2
1177,CHEMBL1630123,2.6,CN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1
719,CHEMBL2086689,3.4,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4ncc(F)cn4
2212,CHEMBL429330,2.49,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N2CCCC2
3917,CHEMBL2158793,2.0,Cc1cc(F)ccc1OC2CCN(CC3CCN(CC3)[C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC2
272,CHEMBL47361,3.99,Oc1ccc2nc(sc2c1)c3ccccc3
2149,CHEMBL562698,1.77,Clc1c(ccnc1N2CCNCC2)C(=O)NCC34CC5CC(CC(C5)C3)C4
2356,CHEMBL424414,1.9,CC1=CC(=O)Nc2ccccc12
41,CHEMBL517,-0.54,CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C
2699,CHEMBL1951011,3.7,CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Oc3ccc(cc3F)S(=O)(=O)C)c2C
2652,CHEMBL1774056,3.11,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(F)cc1C#N)c3ccc(F)cn3
2456,CHEMBL1287853,2.11,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C
1962,CHEMBL564885,0.6,Clc1c(NCC2CCNCC2)nccc1C(=O)NCC34CC5CC(CC(C5)C3)C4
1197,CHEMBL2178385,0.22,NC(=O)c1cncc(c1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3
2716,CHEMBL187709,3.98,CCN(CC)CCOc1ccc(cc1)C(O)(Cc2ccc(Cl)cc2)c3ccc(C)cc3
2550,CHEMBL1306424,3.6,Cc1ccnc(NCc2ccc(Cl)cc2)c1
620,CHEMBL1212983,3.41,Cc1cc(C)c2c(N)c(sc2n1)C(=O)NCc3ccccc3
2000,CHEMBL2036589,3.0,Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1
1705,CHEMBL149444,2.56,COc1ccc(cc1OC)S(=O)(=O)Nc2ccc(\C=C\C(=O)Nc3ccccc3N)cc2
3292,CHEMBL6412,1.74,COc1nc(Cl)cnc1NS(=O)(=O)c2cccc3c(cccc23)N(C)C
1469,CHEMBL222659,4.24,O=C(Nc1ccccn1)c2ccc3[nH]c(nc3c2)c4ccc(NC(=O)C56CC7CC(CC(C7)C5)C6)cc4
3525,CHEMBL127066,2.46,Oc1nc(nc2ccccc12)c3ccccc3
196,CHEMBL1623,3.39,Cc1cccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)c1
1568,CHEMBL1736763,0.5,O=C(CN1CCOCC1)Nc2c(cnn2c3ccccc3)C#N
2175,CHEMBL2326478,3.3,Nc1nc2cc3CCN(Cc4cccc(F)c4)CCc3cc2s1
976,CHEMBL205627,1.5,COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O
42,CHEMBL578288,2.91,NC(=NC#N)c1sc(Nc2ccccc2)nc1N
1694,CHEMBL2314504,2.99,Cn1c(C(=O)O)c(CCCOc2cccc3ccccc23)c4ccccc14
2266,CHEMBL1448915,2.18,Cc1ccccc1C(=O)N2CCN(CC2)c3ccccn3
3455,CHEMBL32571,2.6,Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2
1419,CHEMBL2086668,3.5,C[C@@H]1CN(CCN1c2ncc(OCC3CCN(CC3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C
3225,CHEMBL32800,-0.06,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2
106,CHEMBL480445,2.18,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4
3978,CHEMBL516,3.06,CN1CCC(=C2c3ccccc3C=Cc4ccccc24)CC1
1301,CHEMBL130873,2.51,COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCCc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5C
1173,CHEMBL1770298,4.05,Cc1ccc(s1)C(NC(=O)c2ccccc2O)C(=O)Nc3c(C)cccc3C
4103,CHEMBL174310,0.86,NC1=NC2(CCN(CC2)C(=O)c3ccc(cc3)C#N)Nc4c(F)ccc(F)c14
1013,CHEMBL73243,3.41,COCCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1
747,CHEMBL2207672,2.83,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)c4cc(ccc34)S(=O)(=O)C)CC2)c1Cl
3026,CHEMBL2153303,2.33,CCCNc1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@@H](CC(=O)O)C3
3430,CHEMBL1650734,2.61,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(Cl)c(n1)N3CCOCC3)c4ncc(F)cn4
308,CHEMBL1939749,2.32,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3nc[nH]c3C)CC2)c4ccc(cc4)C(=O)N(C)CC
1740,CHEMBL1465276,3.7,O=C(C1CCN(CC1)c2nnc(s2)n3cccc3)N4CCc5ccccc5C4
1889,CHEMBL646,2.34,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12
3627,CHEMBL1620331,2.65,CCOc1ccc(cc1)c2cnc3CCCn23
1952,CHEMBL549620,2.93,OCCN1CCN(Cc2ccc3c(NC(=O)CC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)CC1
2389,CHEMBL2172007,2.35,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccccc4
2673,CHEMBL1289717,1.6,O=C1C=C(C=CN1c2ccc3c(cnn3CCN4CCCC4)c2)c5ccccc5
947,CHEMBL1682830,3.7,CCN1CCOc2cc(COc3ccccc3)cnc12
853,CHEMBL1458025,2.7,Cc1sc2ncnc(SCC(=O)N3CCN(CC3)C(=O)c4occc4)c2c1C
3678,CHEMBL73303,2.7,NS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1
2690,CHEMBL60088,0.74,NC(=N)c1cc2c(I)cccc2s1
86,CHEMBL2087854,3.59,CC(C#C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C
1082,CHEMBL612012,0.8,COc1ccc2CC3C4C=CC(O)C5Oc1c2C45CCN3C
